sales_person,country,product,date,boxes_shipped,amount,currency,mid_rate,total_amount_th
Kaine Padly,Canada,50% Dark Bites,2022-03-04,100,8687.0,CAD,22.5593,195972.6391
Karlen McCaffrey,Canada,Organic Choco Syrup,2022-07-15,312,2415.0,CAD,22.5593,54480.709500000004
Kaine Padly,UK,Peanut Butter Cubes,2022-05-11,86,6272.0,GBP,42.0265,263590.208
Karlen McCaffrey,USA,Milk Bars,2022-01-27,7,4389.0,USD,31.1547,136737.9783
Karlen McCaffrey,India,Orange Choco,2022-06-27,149,3122.0,INR,0.3442,1074.5924
Ches Bonnell,India,Smooth Sliky Salty,2022-08-03,18,8043.0,INR,0.3442,2768.4006
Wilone O'Kielt,New Zealand,Mint Chip Choco,2022-08-19,242,11662.0,AUD,21.2763,248124.2106
Wilone O'Kielt,Australia,Fruit & Nut Bars,2022-06-15,102,392.0,AUD,21.2763,8340.3096
Dennison Crosswaite,UK,Peanut Butter Cubes,2022-02-07,158,8925.0,GBP,42.0265,375086.5125
Karlen McCaffrey,Australia,Almond Choco,2022-07-08,128,7294.0,AUD,21.2763,155189.3322
Dennison Crosswaite,India,Milk Bars,2022-04-21,96,1526.0,INR,0.3442,525.2492
Ches Bonnell,UK,Mint Chip Choco,2022-04-08,209,2688.0,GBP,42.0265,112967.23199999999
Husein Augar,Australia,50% Dark Bites,2022-08-19,52,14889.0,AUD,21.2763,316782.8307
Jan Morforth,India,Fruit & Nut Bars,2022-05-04,55,2912.0,INR,0.3442,1002.3104000000001
Mallorie Waber,USA,85% Dark Bars,2022-05-11,108,2632.0,USD,31.1547,81999.1704
Mallorie Waber,USA,Eclairs,2022-03-22,51,6328.0,USD,31.1547,197146.9416
Dennison Crosswaite,Canada,Spicy Special Slims,2022-08-10,216,2527.0,CAD,22.5593,57007.3511
Dennison Crosswaite,USA,Fruit & Nut Bars,2022-05-04,318,1414.0,USD,31.1547,44052.7458
Kelci Walkden,USA,99% Dark & Pure,2022-08-18,238,7714.0,USD,31.1547,240327.3558
Dotty Strutley,Canada,Raspberry Choco,2022-08-03,238,4347.0,CAD,22.5593,98065.2771
Marney O'Breen,New Zealand,Milk Bars,2022-01-14,315,7490.0,AUD,21.2763,159359.487
Madelene Upcott,Australia,Choco Coated Almonds,2022-04-08,72,2058.0,AUD,21.2763,43786.6254
Kelci Walkden,UK,Orange Choco,2022-08-01,3,3640.0,GBP,42.0265,152976.46
Dennison Crosswaite,Canada,Eclairs,2022-03-15,45,455.0,CAD,22.5593,10264.4815
Karlen McCaffrey,India,Mint Chip Choco,2022-07-15,184,10990.0,INR,0.3442,3782.7580000000003
Barr Faughny,New Zealand,Almond Choco,2022-01-13,127,5558.0,AUD,21.2763,118253.6754
Mallorie Waber,Australia,85% Dark Bars,2022-08-26,53,2541.0,AUD,21.2763,54063.0783
Ches Bonnell,Canada,Eclairs,2022-01-10,172,1876.0,CAD,22.5593,42321.2468
Gigi Bohling,Australia,White Choc,2022-05-11,87,5523.0,AUD,21.2763,117509.0049
Beverie Moffet,New Zealand,85% Dark Bars,2022-08-30,22,11200.0,AUD,21.2763,238294.56
Kaine Padly,USA,Caramel Stuffed Bars,2022-07-21,122,5593.0,USD,31.1547,174248.2371
Mallorie Waber,Australia,Almond Choco,2022-08-01,125,7882.0,AUD,21.2763,167699.7966
Brien Boise,Canada,85% Dark Bars,2022-02-17,259,10241.0,CAD,22.5593,231029.7913
Brien Boise,Australia,Drinking Coco,2022-07-27,156,6832.0,AUD,21.2763,145359.68159999998
Dotty Strutley,USA,Orange Choco,2022-02-23,107,1379.0,USD,31.1547,42962.3313
Rafaelita Blaksland,Australia,50% Dark Bites,2022-03-22,40,3010.0,AUD,21.2763,64041.663
Dennison Crosswaite,India,99% Dark & Pure,2022-06-23,311,6888.0,INR,0.3442,2370.8496
Curtice Advani,UK,White Choc,2022-02-01,73,1540.0,GBP,42.0265,64720.81
Kelci Walkden,Australia,After Nines,2022-03-02,288,6916.0,AUD,21.2763,147146.8908
Gigi Bohling,UK,Fruit & Nut Bars,2022-04-06,86,1232.0,GBP,42.0265,51776.648
Gunar Cockshoot,Australia,Raspberry Choco,2022-03-17,72,602.0,AUD,21.2763,12808.3326
Curtice Advani,UK,Fruit & Nut Bars,2022-06-24,136,10927.0,GBP,42.0265,459223.56549999997
Barr Faughny,Canada,50% Dark Bites,2022-07-19,303,10185.0,CAD,22.5593,229766.4705
Curtice Advani,USA,Spicy Special Slims,2022-07-11,264,1603.0,USD,31.1547,49940.984099999994
Brien Boise,India,Almond Choco,2022-01-13,218,2170.0,INR,0.3442,746.914
Oby Sorrel,New Zealand,Smooth Sliky Salty,2022-07-07,60,8673.0,AUD,21.2763,184529.3499
Jan Morforth,India,85% Dark Bars,2022-05-25,418,4760.0,INR,0.3442,1638.392
Marney O'Breen,India,Fruit & Nut Bars,2022-04-13,151,4753.0,INR,0.3442,1635.9826
Andria Kimpton,New Zealand,50% Dark Bites,2022-03-02,202,3374.0,AUD,21.2763,71786.2362
Gunar Cockshoot,Canada,Raspberry Choco,2022-06-23,126,2058.0,CAD,22.5593,46427.0394
Kelci Walkden,USA,Drinking Coco,2022-07-26,160,6454.0,USD,31.1547,201072.4338
Van Tuxwell,Canada,White Choc,2022-03-22,3,420.0,CAD,22.5593,9474.906
Rafaelita Blaksland,USA,Baker's Choco Chips,2022-06-09,58,2863.0,USD,31.1547,89195.9061
Van Tuxwell,Australia,Caramel Stuffed Bars,2022-05-17,59,5936.0,AUD,21.2763,126296.11679999999
Ches Bonnell,New Zealand,Peanut Butter Cubes,2022-03-04,273,889.0,AUD,21.2763,18914.630699999998
Kelci Walkden,Canada,Milk Bars,2022-07-07,28,16016.0,CAD,22.5593,361309.7488
Dennison Crosswaite,Canada,Choco Coated Almonds,2022-01-13,118,10479.0,CAD,22.5593,236398.9047
Curtice Advani,Australia,Almond Choco,2022-07-13,75,2912.0,AUD,21.2763,61956.5856
Madelene Upcott,Australia,85% Dark Bars,2022-06-16,329,1575.0,AUD,21.2763,33510.1725
Gigi Bohling,UK,50% Dark Bites,2022-07-18,69,8197.0,GBP,42.0265,344491.2205
Ches Bonnell,UK,Manuka Honey Choco,2022-05-30,395,4221.0,GBP,42.0265,177393.8565
Gigi Bohling,UK,70% Dark Bites,2022-06-21,81,840.0,GBP,42.0265,35302.26
Jehu Rudeforth,Australia,Peanut Butter Cubes,2022-06-24,38,5691.0,AUD,21.2763,121083.4233
Marney O'Breen,India,Eclairs,2022-01-13,96,3472.0,INR,0.3442,1195.0624
Curtice Advani,Canada,Fruit & Nut Bars,2022-04-04,195,4193.0,CAD,22.5593,94591.1449
Kaine Padly,UK,Smooth Sliky Salty,2022-06-08,554,9016.0,GBP,42.0265,378910.924
Karlen McCaffrey,Canada,Spicy Special Slims,2022-08-02,47,6328.0,CAD,22.5593,142755.2504
Kelci Walkden,USA,Organic Choco Syrup,2022-07-21,152,9870.0,USD,31.1547,307496.88899999997
Curtice Advani,India,Spicy Special Slims,2022-06-20,134,161.0,INR,0.3442,55.4162
Roddy Speechley,India,After Nines,2022-06-22,112,2576.0,INR,0.3442,886.6592
Camilla Castle,Australia,Caramel Stuffed Bars,2022-05-02,16,3178.0,AUD,21.2763,67616.0814
Curtice Advani,Australia,99% Dark & Pure,2022-01-07,84,4676.0,AUD,21.2763,99487.9788
Mallorie Waber,UK,50% Dark Bites,2022-02-21,99,5502.0,GBP,42.0265,231229.80299999999
Ches Bonnell,Canada,Baker's Choco Chips,2022-03-21,371,7462.0,CAD,22.5593,168337.4966
Van Tuxwell,UK,Drinking Coco,2022-04-04,136,5803.0,GBP,42.0265,243879.7795
Gunar Cockshoot,Canada,Fruit & Nut Bars,2022-03-24,203,13888.0,CAD,22.5593,313303.5584
Gunar Cockshoot,New Zealand,Spicy Special Slims,2022-06-28,183,6867.0,AUD,21.2763,146104.3521
Gunar Cockshoot,Australia,Drinking Coco,2022-01-14,195,2317.0,AUD,21.2763,49297.187099999996
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,2022-02-07,135,1218.0,AUD,21.2763,25914.5334
Dennison Crosswaite,New Zealand,Drinking Coco,2022-01-11,197,4109.0,AUD,21.2763,87424.3167
Jehu Rudeforth,India,99% Dark & Pure,2022-02-25,242,1953.0,INR,0.3442,672.2226
Dotty Strutley,Australia,Mint Chip Choco,2022-08-01,25,6790.0,AUD,21.2763,144466.077
Roddy Speechley,Australia,Mint Chip Choco,2022-05-05,252,6797.0,AUD,21.2763,144615.0111
Madelene Upcott,New Zealand,Raspberry Choco,2022-05-18,415,9226.0,AUD,21.2763,196295.1438
Dotty Strutley,New Zealand,Choco Coated Almonds,2022-01-04,348,5733.0,AUD,21.2763,121977.0279
Roddy Speechley,New Zealand,50% Dark Bites,2022-05-09,211,4312.0,AUD,21.2763,91743.4056
Rafaelita Blaksland,India,Smooth Sliky Salty,2022-05-06,81,1638.0,INR,0.3442,563.7996
Husein Augar,UK,White Choc,2022-01-13,145,10815.0,GBP,42.0265,454516.5975
Roddy Speechley,Australia,Almond Choco,2022-06-24,74,4466.0,AUD,21.2763,95019.9558
Van Tuxwell,USA,Caramel Stuffed Bars,2022-02-14,21,987.0,USD,31.1547,30749.688899999997
Camilla Castle,Australia,99% Dark & Pure,2022-01-18,101,4669.0,AUD,21.2763,99339.0447
Kaine Padly,India,Milk Bars,2022-05-02,91,2905.0,INR,0.3442,999.9010000000001
Ches Bonnell,Australia,Smooth Sliky Salty,2022-05-16,54,7490.0,AUD,21.2763,159359.487
Mallorie Waber,USA,Almond Choco,2022-01-28,368,6986.0,USD,31.1547,217646.73419999998
Kaine Padly,Canada,99% Dark & Pure,2022-06-24,409,1288.0,CAD,22.5593,29056.3784
Oby Sorrel,UK,After Nines,2022-07-18,104,2345.0,GBP,42.0265,98552.1425
Gunar Cockshoot,UK,Eclairs,2022-04-13,164,3619.0,GBP,42.0265,152093.9035
Dotty Strutley,USA,Caramel Stuffed Bars,2022-04-15,76,16982.0,USD,31.1547,529069.1154
Jan Morforth,India,Peanut Butter Cubes,2022-01-04,178,8092.0,INR,0.3442,2785.2664
Husein Augar,Australia,Eclairs,2022-07-04,31,6993.0,AUD,21.2763,148785.1659
Beverie Moffet,USA,Smooth Sliky Salty,2022-03-24,352,2317.0,USD,31.1547,72185.4399
Camilla Castle,Australia,Manuka Honey Choco,2022-03-17,169,637.0,AUD,21.2763,13553.0031
Oby Sorrel,Australia,Almond Choco,2022-02-15,223,6034.0,AUD,21.2763,128381.1942
Jan Morforth,USA,Orange Choco,2022-06-29,146,980.0,USD,31.1547,30531.606
Gigi Bohling,USA,Fruit & Nut Bars,2022-05-24,112,2821.0,USD,31.1547,87887.4087
Mallorie Waber,UK,Milk Bars,2022-01-10,284,3563.0,GBP,42.0265,149740.4195
Curtice Advani,USA,Raspberry Choco,2022-03-15,139,2996.0,USD,31.1547,93339.4812
Marney O'Breen,Canada,Milk Bars,2022-02-08,309,2436.0,CAD,22.5593,54954.4548
Brien Boise,India,Caramel Stuffed Bars,2022-02-25,100,1540.0,INR,0.3442,530.068
Gunar Cockshoot,USA,Eclairs,2022-05-03,42,6916.0,USD,31.1547,215465.90519999998
Roddy Speechley,USA,Fruit & Nut Bars,2022-06-14,24,5509.0,USD,31.1547,171631.24229999998
Gunar Cockshoot,India,50% Dark Bites,2022-08-09,83,12992.0,INR,0.3442,4471.8464
Wilone O'Kielt,New Zealand,Manuka Honey Choco,2022-07-11,234,3724.0,AUD,21.2763,79232.9412
Kaine Padly,UK,Manuka Honey Choco,2022-01-14,118,7133.0,GBP,42.0265,299775.0245
Van Tuxwell,Canada,Manuka Honey Choco,2022-02-24,46,8617.0,CAD,22.5593,194393.48810000002
Wilone O'Kielt,New Zealand,Almond Choco,2022-03-15,144,9198.0,AUD,21.2763,195699.4074
Oby Sorrel,New Zealand,Baker's Choco Chips,2022-04-25,47,11823.0,AUD,21.2763,251549.6949
Dennison Crosswaite,Australia,Organic Choco Syrup,2022-05-10,41,5775.0,AUD,21.2763,122870.63249999999
Marney O'Breen,Australia,Spicy Special Slims,2022-06-23,275,13125.0,AUD,21.2763,279251.4375
Beverie Moffet,Canada,Smooth Sliky Salty,2022-02-28,370,14287.0,CAD,22.5593,322304.7191
Brien Boise,USA,Organic Choco Syrup,2022-05-25,138,16233.0,USD,31.1547,505734.2451
Roddy Speechley,New Zealand,Baker's Choco Chips,2022-02-22,215,5313.0,AUD,21.2763,113040.9819
Van Tuxwell,UK,85% Dark Bars,2022-07-11,134,3577.0,GBP,42.0265,150328.7905
Marney O'Breen,Canada,Spicy Special Slims,2022-01-03,336,3528.0,CAD,22.5593,79589.2104
Rafaelita Blaksland,New Zealand,70% Dark Bites,2022-08-24,280,679.0,AUD,21.2763,14446.607699999999
Beverie Moffet,USA,50% Dark Bites,2022-07-28,352,2450.0,USD,31.1547,76329.015
Brien Boise,USA,Mint Chip Choco,2022-05-25,150,10577.0,USD,31.1547,329523.2619
Karlen McCaffrey,New Zealand,Eclairs,2022-05-06,177,2597.0,AUD,21.2763,55254.5511
Barr Faughny,India,Drinking Coco,2022-01-28,142,2219.0,INR,0.3442,763.7798
Marney O'Breen,UK,Orange Choco,2022-06-06,12,11319.0,GBP,42.0265,475697.9535
Brien Boise,New Zealand,Baker's Choco Chips,2022-07-12,24,5978.0,AUD,21.2763,127189.7214
Ches Bonnell,Canada,Spicy Special Slims,2022-08-05,183,5327.0,CAD,22.5593,120173.39110000001
Brien Boise,USA,Orange Choco,2022-01-28,147,6020.0,USD,31.1547,187551.294
Kaine Padly,India,Spicy Special Slims,2022-08-31,137,5614.0,INR,0.3442,1932.3388
Mallorie Waber,USA,50% Dark Bites,2022-04-19,13,1736.0,USD,31.1547,54084.559199999996
Mallorie Waber,UK,Mint Chip Choco,2022-06-29,2,6384.0,GBP,42.0265,268297.176
Beverie Moffet,India,Choco Coated Almonds,2022-02-24,261,3577.0,INR,0.3442,1231.2034
Madelene Upcott,UK,Smooth Sliky Salty,2022-03-04,84,14539.0,GBP,42.0265,611023.2835
Gigi Bohling,India,Eclairs,2022-06-21,68,3493.0,INR,0.3442,1202.2906
Rafaelita Blaksland,Australia,Organic Choco Syrup,2022-01-26,105,994.0,AUD,21.2763,21148.6422
Oby Sorrel,New Zealand,White Choc,2022-06-10,40,4361.0,AUD,21.2763,92785.9443
Andria Kimpton,UK,Drinking Coco,2022-05-23,65,1554.0,GBP,42.0265,65309.181
Kelci Walkden,India,Milk Bars,2022-04-15,107,966.0,INR,0.3442,332.4972
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,2022-01-31,227,5334.0,AUD,21.2763,113487.7842
Andria Kimpton,New Zealand,Organic Choco Syrup,2022-03-04,39,4935.0,AUD,21.2763,104998.5405
Barr Faughny,New Zealand,After Nines,2022-04-19,84,10024.0,AUD,21.2763,213273.6312
Beverie Moffet,UK,Almond Choco,2022-05-16,100,2506.0,GBP,42.0265,105318.409
Oby Sorrel,Australia,Raspberry Choco,2022-02-17,120,1043.0,AUD,21.2763,22191.1809
Dennison Crosswaite,USA,Raspberry Choco,2022-01-18,257,6524.0,USD,31.1547,203253.2628
Roddy Speechley,Canada,Orange Choco,2022-02-09,85,8148.0,CAD,22.5593,183813.1764
Mallorie Waber,Canada,Orange Choco,2022-03-23,178,3577.0,CAD,22.5593,80694.6161
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2022-02-01,151,3374.0,AUD,21.2763,71786.2362
Mallorie Waber,India,Drinking Coco,2022-03-07,142,3948.0,INR,0.3442,1358.9016
Ches Bonnell,UK,White Choc,2022-01-03,226,3269.0,GBP,42.0265,137384.6285
Ches Bonnell,USA,White Choc,2022-02-11,341,5271.0,USD,31.1547,164216.42369999998
Dennison Crosswaite,New Zealand,Orange Choco,2022-03-16,140,4571.0,AUD,21.2763,97253.96729999999
Dotty Strutley,India,White Choc,2022-08-15,330,12327.0,INR,0.3442,4242.9534
Gigi Bohling,India,Manuka Honey Choco,2022-05-12,73,4935.0,INR,0.3442,1698.627
Van Tuxwell,India,Spicy Special Slims,2022-04-11,4,6167.0,INR,0.3442,2122.6814
Jan Morforth,New Zealand,Mint Chip Choco,2022-06-30,285,18340.0,AUD,21.2763,390207.342
Dotty Strutley,New Zealand,White Choc,2022-06-15,60,7014.0,AUD,21.2763,149231.9682
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,2022-08-01,101,7119.0,CAD,22.5593,160599.6567
Kaine Padly,USA,Milk Bars,2022-06-15,58,15491.0,USD,31.1547,482617.45769999997
Brien Boise,India,After Nines,2022-06-16,45,5747.0,INR,0.3442,1978.1174
Oby Sorrel,New Zealand,Raspberry Choco,2022-05-13,281,4550.0,AUD,21.2763,96807.165
Dennison Crosswaite,USA,Drinking Coco,2022-05-10,138,2191.0,USD,31.1547,68259.94769999999
Oby Sorrel,India,Eclairs,2022-08-25,322,5663.0,INR,0.3442,1949.2046
Ches Bonnell,New Zealand,Organic Choco Syrup,2022-07-15,85,7623.0,AUD,21.2763,162189.23489999998
Gigi Bohling,UK,Baker's Choco Chips,2022-05-16,409,9023.0,GBP,42.0265,379205.10949999996
Jan Morforth,Australia,50% Dark Bites,2022-06-14,182,3402.0,AUD,21.2763,72381.9726
Beverie Moffet,Australia,Smooth Sliky Salty,2022-01-25,467,10507.0,AUD,21.2763,223550.08409999998
Ches Bonnell,USA,Organic Choco Syrup,2022-07-28,14,7721.0,USD,31.1547,240545.4387
Brien Boise,Canada,Mint Chip Choco,2022-01-28,178,5033.0,CAD,22.5593,113540.9569
Kaine Padly,UK,Orange Choco,2022-06-29,191,1960.0,GBP,42.0265,82371.94
Karlen McCaffrey,Australia,70% Dark Bites,2022-06-24,317,238.0,AUD,21.2763,5063.7594
Gunar Cockshoot,Canada,Mint Chip Choco,2022-07-01,410,7756.0,CAD,22.5593,174969.9308
Roddy Speechley,USA,Peanut Butter Cubes,2022-02-25,137,1736.0,USD,31.1547,54084.559199999996
Curtice Advani,Canada,Smooth Sliky Salty,2022-08-01,12,2660.0,CAD,22.5593,60007.738
Oby Sorrel,Australia,Milk Bars,2022-06-21,254,7672.0,AUD,21.2763,163231.7736
Camilla Castle,New Zealand,Spicy Special Slims,2022-01-25,24,11564.0,AUD,21.2763,246039.13319999998
Gigi Bohling,UK,Milk Bars,2022-05-17,232,1365.0,GBP,42.0265,57366.1725
Andria Kimpton,Australia,85% Dark Bars,2022-08-23,233,4186.0,AUD,21.2763,89062.5918
Camilla Castle,Australia,Smooth Sliky Salty,2022-03-03,118,7406.0,AUD,21.2763,157572.27779999998
Roddy Speechley,India,Caramel Stuffed Bars,2022-05-30,543,8911.0,INR,0.3442,3067.1662
Karlen McCaffrey,USA,Drinking Coco,2022-06-29,223,112.0,USD,31.1547,3489.3264
Andria Kimpton,Canada,Organic Choco Syrup,2022-01-04,204,8204.0,CAD,22.5593,185076.4972
Jehu Rudeforth,Australia,Drinking Coco,2022-01-14,65,2611.0,AUD,21.2763,55552.419299999994
Karlen McCaffrey,USA,Mint Chip Choco,2022-02-15,53,15652.0,USD,31.1547,487633.36439999996
Curtice Advani,New Zealand,Spicy Special Slims,2022-01-10,469,4074.0,AUD,21.2763,86679.6462
Madelene Upcott,USA,White Choc,2022-05-04,213,12250.0,USD,31.1547,381645.07499999995
Andria Kimpton,USA,Spicy Special Slims,2022-05-23,5,2366.0,USD,31.1547,73712.0202
Barr Faughny,New Zealand,Fruit & Nut Bars,2022-04-26,147,1687.0,AUD,21.2763,35893.1181
Oby Sorrel,Canada,Organic Choco Syrup,2022-07-05,74,1232.0,CAD,22.5593,27793.0576
Madelene Upcott,UK,Organic Choco Syrup,2022-07-21,163,6965.0,GBP,42.0265,292714.5725
Dotty Strutley,USA,Mint Chip Choco,2022-02-21,248,5292.0,USD,31.1547,164870.67239999998
Kelci Walkden,USA,Orange Choco,2022-02-03,138,1379.0,USD,31.1547,42962.3313
Gigi Bohling,Australia,Caramel Stuffed Bars,2022-07-08,151,8001.0,AUD,21.2763,170231.6763
Mallorie Waber,India,50% Dark Bites,2022-05-31,139,588.0,INR,0.3442,202.3896
Van Tuxwell,New Zealand,Mint Chip Choco,2022-06-27,103,4046.0,AUD,21.2763,86083.9098
Van Tuxwell,India,50% Dark Bites,2022-05-13,129,5103.0,INR,0.3442,1756.4526
Van Tuxwell,USA,Manuka Honey Choco,2022-05-31,102,2317.0,USD,31.1547,72185.4399
Wilone O'Kielt,USA,Orange Choco,2022-02-28,37,7042.0,USD,31.1547,219391.3974
Barr Faughny,New Zealand,Eclairs,2022-03-28,31,6713.0,AUD,21.2763,142827.8019
Gigi Bohling,USA,After Nines,2022-01-14,227,1848.0,USD,31.1547,57573.885599999994
Barr Faughny,New Zealand,Mint Chip Choco,2022-02-21,145,6440.0,AUD,21.2763,137019.372
Dennison Crosswaite,Canada,85% Dark Bars,2022-08-01,90,10885.0,CAD,22.5593,245557.9805
Beverie Moffet,New Zealand,Smooth Sliky Salty,2022-05-19,59,2387.0,AUD,21.2763,50786.528099999996
Husein Augar,USA,White Choc,2022-07-13,60,2030.0,USD,31.1547,63244.041
Andria Kimpton,Australia,Peanut Butter Cubes,2022-04-20,148,6678.0,AUD,21.2763,142083.13139999998
Dennison Crosswaite,India,85% Dark Bars,2022-06-30,22,4515.0,INR,0.3442,1554.063
Curtice Advani,UK,50% Dark Bites,2022-03-08,142,3374.0,GBP,42.0265,141797.411
Gunar Cockshoot,USA,Fruit & Nut Bars,2022-03-09,93,5852.0,USD,31.1547,182317.3044
Oby Sorrel,Canada,Raspberry Choco,2022-06-16,208,1750.0,CAD,22.5593,39478.775
Gigi Bohling,UK,Drinking Coco,2022-06-30,42,5782.0,GBP,42.0265,242997.223
Kelci Walkden,India,Mint Chip Choco,2022-07-28,120,2870.0,INR,0.3442,987.854
Karlen McCaffrey,Canada,Peanut Butter Cubes,2022-08-12,159,3094.0,CAD,22.5593,69798.4742
Barr Faughny,UK,Mint Chip Choco,2022-07-07,316,3724.0,GBP,42.0265,156506.686
Barr Faughny,USA,85% Dark Bars,2022-08-25,47,12761.0,USD,31.1547,397565.12669999996
Husein Augar,Canada,Eclairs,2022-01-17,233,3696.0,CAD,22.5593,83379.1728
Jan Morforth,Australia,70% Dark Bites,2022-03-04,384,5222.0,AUD,21.2763,111104.83859999999
Marney O'Breen,New Zealand,Fruit & Nut Bars,2022-08-25,4,8939.0,AUD,21.2763,190188.8457
Ches Bonnell,UK,Peanut Butter Cubes,2022-04-15,260,2156.0,GBP,42.0265,90609.13399999999
Kaine Padly,USA,Organic Choco Syrup,2022-03-11,22,2380.0,USD,31.1547,74148.186
Camilla Castle,USA,Raspberry Choco,2022-05-20,18,3339.0,USD,31.1547,104025.54329999999
Brien Boise,New Zealand,Manuka Honey Choco,2022-06-14,42,14980.0,AUD,21.2763,318718.974
Jehu Rudeforth,New Zealand,After Nines,2022-04-14,73,1512.0,AUD,21.2763,32169.7656
Jehu Rudeforth,USA,Smooth Sliky Salty,2022-07-07,154,6657.0,USD,31.1547,207396.83789999998
Madelene Upcott,India,Mint Chip Choco,2022-08-24,71,3836.0,INR,0.3442,1320.3512
Jehu Rudeforth,India,Eclairs,2022-02-24,127,8771.0,INR,0.3442,3018.9782
Karlen McCaffrey,Canada,Raspberry Choco,2022-05-09,224,651.0,CAD,22.5593,14686.1043
Kaine Padly,Australia,70% Dark Bites,2022-02-08,223,6706.0,AUD,21.2763,142678.8678
Roddy Speechley,UK,70% Dark Bites,2022-03-24,284,1421.0,GBP,42.0265,59719.6565
Rafaelita Blaksland,USA,Drinking Coco,2022-06-20,73,8526.0,USD,31.1547,265624.97219999996
Mallorie Waber,Canada,Manuka Honey Choco,2022-03-07,112,1435.0,CAD,22.5593,32372.5955
Kaine Padly,Australia,Fruit & Nut Bars,2022-06-20,85,7434.0,AUD,21.2763,158168.0142
Oby Sorrel,New Zealand,Organic Choco Syrup,2022-02-17,270,15316.0,AUD,21.2763,325867.8108
Madelene Upcott,UK,99% Dark & Pure,2022-01-26,45,10479.0,GBP,42.0265,440395.6935
Madelene Upcott,Australia,Mint Chip Choco,2022-05-02,153,2751.0,AUD,21.2763,58531.101299999995
Curtice Advani,Canada,99% Dark & Pure,2022-07-07,7,12586.0,CAD,22.5593,283931.3498
Rafaelita Blaksland,Australia,Baker's Choco Chips,2022-08-22,51,2786.0,AUD,21.2763,59275.771799999995
Karlen McCaffrey,Australia,After Nines,2022-08-11,67,2303.0,AUD,21.2763,48999.3189
Marney O'Breen,UK,99% Dark & Pure,2022-01-13,194,8113.0,GBP,42.0265,340960.9945
Gunar Cockshoot,Australia,50% Dark Bites,2022-03-02,116,12271.0,AUD,21.2763,261081.4773
Marney O'Breen,Australia,Choco Coated Almonds,2022-07-27,41,11298.0,AUD,21.2763,240379.63739999998
Kelci Walkden,New Zealand,Drinking Coco,2022-03-10,111,15855.0,AUD,21.2763,337335.7365
Beverie Moffet,USA,85% Dark Bars,2022-08-23,334,12404.0,USD,31.1547,386442.89879999997
Roddy Speechley,USA,Eclairs,2022-04-25,155,3990.0,USD,31.1547,124307.253
Dennison Crosswaite,UK,Milk Bars,2022-03-07,407,10808.0,GBP,42.0265,454222.412
Wilone O'Kielt,UK,Organic Choco Syrup,2022-07-12,52,4858.0,GBP,42.0265,204164.737
Madelene Upcott,USA,Orange Choco,2022-05-16,138,7742.0,USD,31.1547,241199.6874
Gunar Cockshoot,India,Smooth Sliky Salty,2022-03-02,70,3752.0,INR,0.3442,1291.4384
Marney O'Breen,New Zealand,85% Dark Bars,2022-05-30,149,1218.0,AUD,21.2763,25914.5334
Marney O'Breen,UK,Manuka Honey Choco,2022-06-10,179,10983.0,GBP,42.0265,461577.04949999996
Brien Boise,USA,99% Dark & Pure,2022-07-25,353,6769.0,USD,31.1547,210886.16429999997
Beverie Moffet,New Zealand,Mint Chip Choco,2022-06-09,97,4361.0,AUD,21.2763,92785.9443
Dennison Crosswaite,USA,Milk Bars,2022-05-12,60,777.0,USD,31.1547,24207.2019
Gunar Cockshoot,USA,Drinking Coco,2022-05-09,5,3843.0,USD,31.1547,119727.51209999999
Brien Boise,Canada,Manuka Honey Choco,2022-08-09,182,6930.0,CAD,22.5593,156335.949
Van Tuxwell,India,Choco Coated Almonds,2022-04-13,114,5733.0,INR,0.3442,1973.2986
Andria Kimpton,USA,Caramel Stuffed Bars,2022-05-02,46,8393.0,USD,31.1547,261481.39709999997
Dotty Strutley,USA,99% Dark & Pure,2022-08-09,320,3822.0,USD,31.1547,119073.2634
Camilla Castle,Australia,Raspberry Choco,2022-08-23,178,6342.0,AUD,21.2763,134934.2946
Gunar Cockshoot,India,Spicy Special Slims,2022-05-13,170,6510.0,INR,0.3442,2240.742
Karlen McCaffrey,USA,Manuka Honey Choco,2022-02-01,67,10171.0,USD,31.1547,316874.45369999995
